Category,Subcategory,Enrichment,P-value,P-adjusted,Q-value,Expected,Observed,miRNAs/precursors
Gene Ontology (miRWalk),GO0014069 postsynaptic density,over-represented,0.000597304,0.0183023,0.0183023,2.96422,9,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0014070 response to organic cyclic compound,over-represented,0.0046984,0.0401088,0.0401088,4.70187,10,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0014823 response to activity,over-represented,0.0048684,0.040468,0.040468,1.78876,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-9-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0015016 heparan sulfate glucosamine n sulfotransferase activity,over-represented,0.000702931,0.018526,0.018526,0.204429,3,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0015662 atpase activity coupled to transmembrane movement of ions phosphorylative mechanism,over-represented,0.007304,0.0474529,0.0474529,0.843271,4,hsa-miR-193b-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0015671 oxygen transport,over-represented,0.000713716,0.018526,0.018526,0.817717,5,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449c-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0015991 atp hydrolysis coupled proton transport,over-represented,0.0048684,0.040468,0.040468,1.78876,6,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016021 integral to membrane,over-represented,0.0052017,0.0416071,0.0416071,7.79387,13,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016024 cdp diacylglycerol biosynthetic process,over-represented,0.0065191,0.0454407,0.0454407,0.817717,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016044 cellular membrane organization,over-represented,0.0060266,0.0451167,0.0451167,3.21976,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016197 endosomal transport,over-represented,0.0038473,0.0374658,0.0374658,2.32538,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016235 aggresome,over-represented,0.0041831,0.0375767,0.0375767,1.73765,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016239 positive regulation of macroautophagy,over-represented,0.0068268,0.0471963,0.0471963,1.32879,5,hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016281 eukaryotic translation initiation factor 4f complex,over-represented,0.0013343,0.0222262,0.0222262,1.40545,6,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016324 apical plasma membrane,over-represented,0.000471884,0.0166378,0.0166378,3.60307,10,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016328 lateral plasma membrane,over-represented,0.0013343,0.0222262,0.0222262,1.40545,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016337 cell cell adhesion,over-represented,0.0041169,0.0375767,0.0375767,3.04089,8,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016460 myosin ii complex,over-represented,0.0074194,0.0474529,0.0474529,0.434412,3,hsa-miR-193b-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016485 protein processing,over-represented,0.0045159,0.0391528,0.0391528,1.7632,6,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449c-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016538 cyclin dependent protein kinase regulator activity,over-represented,0.0027902,0.0312192,0.0312192,1.60988,6,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016567 protein ubiquitination,over-represented,0.0032415,0.033942,0.033942,4.49744,10,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016580 sin3 complex,over-represented,0.000623535,0.0183023,0.0183023,1.22658,6,hsa-miR-24-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016581 nurd complex,over-represented,0.000688896,0.018526,0.018526,1.7632,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016584 nucleosome positioning,over-represented,0.007304,0.0474529,0.0474529,0.843271,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016605 pml body,over-represented,0.000131643,0.0099461,0.0099461,3.88416,11,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016607 nuclear speck,over-represented,0.0070988,0.0474529,0.0474529,4.08859,9,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016705 oxidoreductase activity acting on paired donors with incorporation or reduction of molecular oxygen,over-represented,0.0025949,0.0297831,0.0297831,0.306644,3,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016814 hydrolase activity acting on carbon nitrogen but not peptide bonds in cyclic amidines,over-represented,0.0018044,0.02588,0.02588,0.076661,2,hsa-miR-193b-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016829 lyase activity,over-represented,0.000688677,0.018526,0.018526,0.459966,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0016887 atpase activity,over-represented,0.0060266,0.0451167,0.0451167,3.21976,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0017053 transcriptional repressor complex,over-represented,0.0012404,0.0218782,0.0218782,2.55537,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0017111 nucleoside triphosphatase activity,over-represented,0.0047778,0.0401088,0.0401088,1.22658,5,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0019048 virus host interaction,over-represented,0.000436305,0.0162731,0.0162731,6.31175,13,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0019213 deacetylase activity,over-represented,9.72078e-07,0.0024214,0.0024214,0.689949,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0019216 regulation of lipid metabolic process,over-represented,0.0047778,0.0401088,0.0401088,1.22658,5,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-9-5p
Gene Ontology (miRWalk),GO0019227 neuronal action potential propagation,over-represented,0.0035553,0.0353405,0.0353405,0.102215,2,hsa-miR-24-3p; hsa-miR-375-3p
Gene Ontology (miRWalk),GO0019395 fatty acid oxidation,over-represented,0.007304,0.0474529,0.0474529,0.843271,4,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0019432 triglyceride biosynthetic process,over-represented,0.0031432,0.0336676,0.0336676,2.24872,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0019509 l methionine salvage from methylthioadenosine,over-represented,0.0062061,0.0451167,0.0451167,0.408859,3,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0019773 proteasome core complex alpha subunit complex,over-represented,0.0074194,0.0474529,0.0474529,0.434412,3,hsa-miR-193b-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0019861 flagellum,over-represented,0.0032181,0.033942,0.033942,1.12436,5,hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p
Gene Ontology (miRWalk),GO0019894 kinesin binding,over-represented,0.0012057,0.0218782,0.0218782,1.3799,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0019897 extrinsic to plasma membrane,over-represented,0.0065191,0.0454407,0.0454407,0.817717,4,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0019901 protein kinase binding,over-represented,0.0031545,0.0337042,0.0337042,6.36286,12,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0021587 cerebellum morphogenesis,over-represented,0.001548,0.0236447,0.0236447,0.562181,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0021670 lateral ventricle development,over-represented,0.0039417,0.0374658,0.0374658,1.17547,5,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p
Gene Ontology (miRWalk),GO0021702 cerebellar purkinje cell differentiation,over-represented,0.0019767,0.0261354,0.0261354,0.28109,3,hsa-miR-375-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0021772 olfactory bulb development,over-represented,0.0025975,0.0297831,0.0297831,1.07325,5,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0022409 positive regulation of cell cell adhesion,over-represented,0.0039494,0.0374658,0.0374658,0.715503,4,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0022417 protein maturation by protein folding,over-represented,0.0062061,0.0451167,0.0451167,0.408859,3,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0022857 transmembrane transporter activity,over-represented,0.000489507,0.0171166,0.0171166,1.17547,6,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0023019 signal transduction involved in regulation of gene expression,over-represented,0.000688677,0.018526,0.018526,0.459966,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a
Gene Ontology (miRWalk),GO0030097 hemopoiesis,over-represented,0.0071274,0.0474529,0.0474529,2.58092,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030127 copii vesicle coat,over-represented,0.0014342,0.023138,0.023138,0.945486,5,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030136 clathrin coated vesicle,over-represented,0.000785004,0.0188713,0.0188713,1.27768,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030145 manganese ion binding,over-represented,0.003035,0.032758,0.032758,1.63543,6,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030154 cell differentiation,over-represented,0.0066668,0.0463935,0.0463935,4.9063,10,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030170 pyridoxal phosphate binding,over-represented,0.0074247,0.0474529,0.0474529,1.35434,5,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030177 positive regulation of wnt receptor signaling pathway,over-represented,0.0011704,0.0216239,0.0216239,1.91652,7,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030178 negative regulation of wnt receptor signaling pathway,over-represented,0.0041078,0.0375767,0.0375767,2.35094,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030206 chondroitin sulfate biosynthetic process,over-represented,0.0057935,0.0444061,0.0444061,0.792164,4,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030210 heparin biosynthetic process,over-represented,0.0033212,0.033942,0.033942,0.332198,3,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030279 negative regulation of ossification,over-represented,0.000755388,0.0186903,0.0186903,1.78876,7,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030295 protein kinase activator activity,over-represented,0.0065191,0.0454407,0.0454407,0.817717,4,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030308 negative regulation of cell growth,over-represented,0.000516988,0.0174698,0.0174698,5.36627,12,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030317 sperm motility,over-represented,0.000440005,0.0162731,0.0162731,0.741056,5,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p
Gene Ontology (miRWalk),GO0030335 positive regulation of cell migration,over-represented,0.0022988,0.0289049,0.0289049,4.31857,10,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030375 thyroid hormone receptor coactivator activity,over-represented,0.0062061,0.0451167,0.0451167,0.408859,3,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030501 positive regulation of bone mineralization,over-represented,0.0060521,0.0451167,0.0451167,1.86542,6,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030513 positive regulation of bmp signaling pathway,over-represented,0.0016204,0.0242405,0.0242405,2.01874,7,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030514 negative regulation of bmp signaling pathway,over-represented,0.000755388,0.0186903,0.0186903,1.78876,7,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030534 adult behavior,over-represented,0.0045109,0.0391528,0.0391528,0.741056,4,hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030544 hsp70 protein binding,over-represented,0.003438,0.034716,0.034716,0.689949,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030666 endocytic vesicle membrane,over-represented,0.0069539,0.0474529,0.0474529,1.91652,6,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030857 negative regulation of epithelial cell differentiation,over-represented,0.002146,0.0276822,0.0276822,1.53322,6,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030863 cortical cytoskeleton,over-represented,0.0052414,0.0416071,0.0416071,1.81431,6,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0030868 smooth endoplasmic reticulum membrane,over-represented,0.0010381,0.0207183,0.0207183,0.229983,3,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-378a-3p
Gene Ontology (miRWalk),GO0030947 regulation of vascular endothelial growth factor receptor signaling pathway,over-represented,0.0014601,0.023138,0.023138,0.255537,3,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p
Gene Ontology (miRWalk),GO0031016 pancreas development,over-represented,0.003296,0.033942,0.033942,1.66099,6,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p
Gene Ontology (miRWalk),GO0031018 endocrine pancreas development,over-represented,1.35928e-05,0.0040841,0.0040841,1.89097,9,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031032 actomyosin structure organization,over-represented,0.0025559,0.0297831,0.0297831,0.638842,4,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-9-5p
Gene Ontology (miRWalk),GO0031053 primary mirna processing,over-represented,0.0025559,0.0297831,0.0297831,0.638842,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031100 organ regeneration,over-represented,0.0039821,0.0375767,0.0375767,3.78194,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031116 positive regulation of microtubule polymerization,over-represented,0.0028956,0.031858,0.031858,1.09881,5,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031234 extrinsic to internal side of plasma membrane,over-represented,0.0062644,0.0452297,0.0452297,1.30324,5,hsa-miR-193b-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031265 cd95 death inducing signaling complex,over-represented,0.0074194,0.0474529,0.0474529,0.434412,3,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031293 membrane protein intracellular domain proteolysis,over-represented,0.0065191,0.0454407,0.0454407,0.817717,4,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031295 t cell costimulation,over-represented,0.0012404,0.0218782,0.0218782,2.55537,8,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031397 negative regulation of protein ubiquitination,over-represented,8.17063e-05,0.0079749,0.0079749,1.27768,7,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031402 sodium ion binding,over-represented,0.0010381,0.0207183,0.0207183,0.229983,3,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031410 cytoplasmic vesicle,over-represented,0.0012404,0.0218782,0.0218782,2.55537,8,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031465 cul4b ring ubiquitin ligase complex,over-represented,0.0074194,0.0474529,0.0474529,0.434412,3,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031519 pcg protein complex,over-represented,0.0069539,0.0474529,0.0474529,1.91652,6,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031532 actin cytoskeleton reorganization,over-represented,0.0038693,0.0374658,0.0374658,1.7121,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031589 cell substrate adhesion,over-represented,0.0014601,0.023138,0.023138,0.255537,3,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031647 regulation of protein stability,over-represented,0.0003609,0.0154239,0.0154239,2.78535,9,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-652-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031648 protein destabilization,over-represented,0.000826988,0.0192668,0.0192668,1.81431,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031848 protection from non homologous end joining at telomere,over-represented,0.0074194,0.0474529,0.0474529,0.434412,3,hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031901 early endosome membrane,over-represented,0.0071274,0.0474529,0.0474529,2.58092,7,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031902 late endosome membrane,over-represented,0.0016204,0.0242405,0.0242405,2.01874,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031941 filamentous actin,over-represented,0.0056358,0.0441573,0.0441573,1.83986,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Gene Ontology (miRWalk),GO0031960 response to corticosteroid stimulus,over-represented,0.0018452,0.02588,0.02588,0.587734,4,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a
Gene Ontology (miRWalk),GO0031965 nuclear membrane,over-represented,0.0032415,0.033942,0.033942,4.49744,10,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
